age,job,marital,education,default,spending,housing,cash_loan,contact_number_type,maturity,app_channel,max_late_charge,cash_withdraw_freq,poutcome,y
24,blue-collar,single,secondary,no,200,yes,no,unknown,236,2,0,0,unknown,no
53,services,married,secondary,no,1378,yes,no,cellular,91,2,0,0,unknown,no
36,blue-collar,married,secondary,no,200,yes,yes,cellular,15,8,0,0,unknown,no
45,blue-collar,married,primary,no,200,yes,yes,unknown,187,19,0,0,unknown,no
46,admin.,married,secondary,no,200,yes,yes,cellular,214,4,0,0,unknown,no
51,blue-collar,married,primary,no,1869,no,no,unknown,30,3,0,0,unknown,no
30,technician,single,secondary,no,4787,yes,no,unknown,99,2,0,0,unknown,no
39,technician,married,secondary,yes,200,yes,no,unknown,202,2,0,0,unknown,no
28,blue-collar,married,primary,no,702,yes,no,unknown,318,2,0,0,unknown,no
31,management,single,tertiary,no,1494,no,no,cellular,275,12,0,0,unknown,no
31,blue-collar,married,primary,no,200,yes,yes,unknown,59,4,0,0,unknown,no
38,management,married,tertiary,no,200,no,no,cellular,70,4,0,0,unknown,no
74,retired,divorced,secondary,no,4079,no,no,cellular,343,3,0,0,unknown,yes
43,technician,married,secondary,no,7876,yes,no,cellular,209,2,0,0,unknown,no
34,technician,single,tertiary,no,925,yes,no,cellular,344,1,0,0,unknown,yes
54,management,divorced,tertiary,no,7010,no,no,cellular,275,2,0,0,unknown,no
33,blue-collar,married,secondary,no,285,no,yes,unknown,267,1,0,0,unknown,no
41,technician,married,tertiary,no,200,no,no,unknown,95,1,0,0,unknown,no
33,management,single,tertiary,no,3170,no,no,cellular,246,2,0,0,unknown,no
48,admin.,married,secondary,no,200,no,yes,cellular,46,1,0,0,unknown,no
42,self-employed,divorced,tertiary,no,216,yes,no,cellular,144,3,0,0,unknown,no
35,management,single,tertiary,no,2975,no,no,cellular,249,2,0,0,unknown,no
25,admin.,married,secondary,no,894,yes,no,unknown,328,1,0,0,unknown,no
38,blue-collar,single,primary,no,490,yes,yes,unknown,17,1,0,0,unknown,no
45,entrepreneur,married,secondary,no,245,yes,no,unknown,126,3,0,0,unknown,no
59,management,divorced,tertiary,no,200,yes,no,cellular,52,8,0,0,unknown,no
47,management,married,unknown,no,200,no,no,unknown,52,1,0,0,unknown,no
33,management,married,tertiary,no,200,yes,no,cellular,285,5,0,0,unknown,no
41,blue-collar,divorced,primary,no,664,no,yes,cellular,225,5,0,0,unknown,yes
42,technician,married,secondary,no,473,yes,no,cellular,216,5,0,0,unknown,no
51,technician,divorced,tertiary,no,200,no,no,cellular,84,7,0,0,unknown,no
45,management,married,tertiary,no,200,yes,no,cellular,138,3,0,0,unknown,no
33,blue-collar,single,secondary,no,5137,yes,no,cellular,123,1,0,0,unknown,no
43,management,married,tertiary,no,13044,no,no,cellular,36,4,0,0,unknown,no
37,blue-collar,married,secondary,no,1053,no,no,unknown,40,3,0,0,unknown,no
73,retired,married,primary,no,200,no,no,cellular,103,1,0,0,unknown,no
43,blue-collar,married,secondary,no,625,yes,no,unknown,175,1,0,0,unknown,no
52,unemployed,married,primary,no,255,no,yes,cellular,9,3,0,0,unknown,no
44,management,married,tertiary,no,529,yes,no,unknown,129,4,0,0,unknown,no
56,management,married,tertiary,no,318,no,yes,telephone,246,3,0,0,unknown,no
21,services,single,secondary,no,1903,yes,no,unknown,107,2,0,0,unknown,no
43,unknown,married,tertiary,no,1937,no,no,unknown,20,1,0,0,unknown,no
54,management,married,primary,no,3859,no,yes,cellular,104,3,0,0,unknown,no
31,admin.,single,secondary,no,747,yes,no,unknown,178,2,0,0,unknown,yes
53,admin.,married,secondary,no,263,no,yes,cellular,143,7,0,0,unknown,no
24,technician,single,secondary,no,200,yes,no,unknown,23,1,0,0,unknown,no
57,retired,married,secondary,no,200,no,yes,unknown,104,2,0,0,unknown,no
57,technician,married,secondary,no,1469,yes,no,cellular,364,1,0,0,unknown,no
51,technician,married,secondary,no,200,no,yes,cellular,363,6,0,0,unknown,no
50,management,divorced,tertiary,no,201,yes,no,cellular,248,1,0,0,unknown,no
34,blue-collar,married,secondary,no,1412,yes,yes,unknown,157,2,0,0,unknown,no
43,blue-collar,married,primary,no,200,yes,no,unknown,37,2,0,0,unknown,no
31,services,married,secondary,no,331,yes,no,unknown,203,5,0,0,unknown,no
39,blue-collar,married,primary,no,694,yes,no,cellular,44,1,0,0,unknown,no
36,management,single,tertiary,no,2806,yes,no,unknown,358,4,0,0,unknown,no
38,unemployed,single,tertiary,no,200,no,no,cellular,39,2,0,0,unknown,no
56,management,divorced,tertiary,no,2959,yes,no,telephone,325,1,0,0,unknown,no
37,services,married,secondary,no,4760,yes,no,cellular,187,2,0,0,unknown,no
44,management,single,tertiary,no,1313,yes,yes,cellular,104,10,0,0,unknown,no
33,blue-collar,single,secondary,no,697,no,no,cellular,130,2,0,0,unknown,yes
53,technician,married,secondary,no,230,no,yes,cellular,112,2,0,0,unknown,no
46,technician,married,secondary,no,1427,yes,no,unknown,32,3,0,0,unknown,no
30,management,single,tertiary,no,201,yes,no,cellular,325,2,0,0,unknown,yes
31,self-employed,single,secondary,no,1086,no,no,cellular,45,1,0,0,unknown,no
38,management,divorced,tertiary,no,4335,yes,no,cellular,275,1,0,0,unknown,no
34,services,divorced,secondary,no,200,no,no,unknown,118,1,0,0,unknown,no
48,unknown,married,unknown,no,286,no,no,cellular,166,2,0,0,unknown,no
46,blue-collar,divorced,primary,no,216,no,no,cellular,173,1,0,0,unknown,no
42,admin.,married,secondary,no,214,yes,no,unknown,21,24,0,0,unknown,no
41,blue-collar,married,secondary,no,343,yes,no,unknown,89,7,0,0,unknown,no
33,blue-collar,married,secondary,no,200,yes,no,cellular,151,3,0,0,unknown,no
39,blue-collar,married,primary,no,1046,no,no,unknown,112,4,0,0,unknown,no
27,student,single,secondary,no,1566,no,no,cellular,164,5,0,0,unknown,no
38,management,single,tertiary,no,200,yes,no,cellular,241,3,0,0,unknown,yes
48,blue-collar,married,secondary,no,200,yes,no,unknown,105,1,0,0,unknown,no
54,services,married,secondary,no,200,no,yes,cellular,85,1,0,0,unknown,no
51,services,married,secondary,no,200,no,no,cellular,74,3,0,0,unknown,no
47,technician,married,secondary,no,200,no,no,unknown,278,1,0,0,unknown,no
53,technician,married,secondary,no,200,no,no,cellular,205,4,0,0,unknown,no
35,blue-collar,married,primary,no,319,yes,no,cellular,221,1,0,0,unknown,no
52,management,divorced,tertiary,no,200,yes,no,unknown,84,3,0,0,unknown,no
57,retired,married,secondary,yes,200,yes,no,cellular,111,3,0,0,unknown,no
52,management,married,tertiary,no,6922,no,no,cellular,6,1,0,0,unknown,no
35,management,single,tertiary,no,633,yes,no,cellular,128,3,0,0,unknown,no
48,technician,married,secondary,no,4265,yes,no,unknown,220,2,0,0,unknown,no
46,entrepreneur,married,tertiary,no,2262,no,no,telephone,44,14,0,0,unknown,no
34,entrepreneur,married,secondary,no,4659,yes,no,unknown,28,1,0,0,unknown,no
47,entrepreneur,married,primary,no,668,no,no,cellular,178,1,0,0,unknown,no
35,management,divorced,tertiary,no,649,no,no,cellular,177,1,0,0,unknown,no
46,blue-collar,divorced,primary,no,452,yes,no,unknown,113,4,0,0,unknown,no
27,admin.,single,secondary,no,200,yes,no,telephone,289,8,0,0,unknown,no
31,blue-collar,married,secondary,no,498,yes,no,cellular,357,1,0,0,unknown,no
31,management,single,tertiary,no,200,no,no,cellular,38,16,0,0,unknown,no
46,admin.,married,secondary,no,200,yes,no,cellular,49,4,0,0,unknown,no
31,admin.,married,secondary,no,2304,yes,no,cellular,257,2,0,0,unknown,no
33,management,married,tertiary,no,1412,yes,no,unknown,115,1,0,0,unknown,yes
42,housemaid,married,primary,no,200,no,no,cellular,252,2,0,0,unknown,no
33,management,single,primary,no,4897,yes,no,unknown,151,1,0,0,unknown,no
40,housemaid,married,primary,no,1832,no,no,cellular,213,4,0,0,unknown,no
51,blue-collar,married,primary,no,3726,no,yes,cellular,119,12,0,0,unknown,no
31,unemployed,married,tertiary,no,591,no,no,cellular,161,2,0,0,unknown,no
62,retired,divorced,tertiary,no,200,no,no,cellular,227,2,0,0,unknown,yes
43,management,married,tertiary,no,291,yes,no,unknown,150,2,0,0,unknown,no
52,technician,married,secondary,no,3554,no,yes,cellular,89,1,0,0,unknown,no
54,blue-collar,married,primary,no,781,yes,no,unknown,103,2,0,0,unknown,no
32,technician,divorced,tertiary,no,267,no,no,cellular,128,1,0,0,unknown,no
38,blue-collar,married,primary,no,1327,yes,no,cellular,277,1,0,0,unknown,no
41,admin.,married,primary,no,306,yes,no,unknown,135,1,0,0,unknown,yes
31,blue-collar,single,primary,no,864,yes,no,telephone,113,2,0,0,unknown,no
26,admin.,married,secondary,no,200,no,no,unknown,25,1,0,0,unknown,no
52,technician,married,tertiary,no,214,no,no,cellular,161,3,0,0,unknown,no
58,retired,married,secondary,no,425,yes,yes,cellular,100,1,0,0,unknown,no
57,housemaid,married,tertiary,no,200,no,no,cellular,142,2,0,0,unknown,no
34,management,married,tertiary,no,200,yes,no,unknown,214,2,0,0,unknown,no
59,blue-collar,married,primary,no,200,no,no,cellular,167,2,0,0,unknown,no
27,technician,single,secondary,no,282,no,yes,cellular,311,5,0,0,unknown,no
42,entrepreneur,married,tertiary,no,200,no,no,cellular,236,1,0,0,unknown,no
47,housemaid,single,tertiary,no,3727,no,no,unknown,263,6,0,0,unknown,yes
33,blue-collar,married,secondary,no,200,yes,yes,cellular,83,12,0,0,unknown,no
31,services,single,secondary,no,864,yes,no,cellular,100,1,0,0,unknown,no
29,blue-collar,married,secondary,no,478,no,yes,cellular,163,2,0,0,unknown,no
38,unemployed,married,primary,no,363,no,no,unknown,340,2,0,0,unknown,no
35,self-employed,married,secondary,no,8883,no,no,cellular,33,3,0,0,unknown,no
31,technician,single,secondary,no,1970,no,no,telephone,284,3,0,0,unknown,no
62,management,married,tertiary,no,1859,no,no,telephone,245,3,0,0,unknown,yes
32,technician,single,tertiary,no,1059,yes,no,cellular,115,1,0,0,unknown,no
31,services,married,secondary,no,388,yes,no,unknown,0,2,0,0,unknown,no
29,services,single,secondary,no,200,no,no,cellular,58,1,0,0,unknown,no
43,blue-collar,married,primary,no,255,yes,no,cellular,180,1,0,0,unknown,no
36,blue-collar,married,secondary,no,200,yes,no,unknown,56,8,0,0,unknown,no
34,self-employed,married,primary,no,712,yes,no,unknown,326,3,0,0,unknown,no
29,services,married,secondary,no,200,yes,no,telephone,342,9,0,0,unknown,no
57,retired,married,secondary,no,523,no,yes,cellular,49,6,0,0,unknown,no
43,management,married,tertiary,no,422,no,no,cellular,110,1,0,0,unknown,no
60,management,married,tertiary,no,3387,no,no,cellular,271,2,0,0,unknown,no
51,technician,married,primary,no,260,no,no,cellular,137,2,0,0,unknown,no
40,admin.,single,secondary,no,200,no,no,cellular,173,1,0,0,unknown,no
51,technician,married,secondary,no,1490,yes,no,cellular,227,2,0,0,unknown,no
38,services,married,secondary,no,497,yes,yes,unknown,88,5,0,0,unknown,no
35,technician,married,secondary,no,1707,yes,no,unknown,61,3,0,0,unknown,no
45,blue-collar,married,primary,no,907,no,no,cellular,230,8,0,0,unknown,no
40,services,married,secondary,no,1836,yes,no,cellular,20,2,0,0,unknown,yes
29,entrepreneur,single,secondary,no,404,no,no,cellular,48,3,0,0,unknown,no
52,management,divorced,tertiary,no,907,yes,no,unknown,104,2,0,0,unknown,no
26,technician,married,secondary,no,200,yes,yes,cellular,138,1,0,0,unknown,no
31,blue-collar,single,primary,no,495,yes,no,unknown,334,2,0,0,unknown,no
55,services,married,unknown,no,1210,yes,no,unknown,138,1,0,0,unknown,no
35,services,married,secondary,no,819,yes,no,telephone,102,14,0,0,unknown,no
56,management,divorced,tertiary,no,442,no,no,unknown,77,3,0,0,unknown,no
27,student,single,secondary,no,671,yes,no,unknown,332,2,0,0,unknown,no
30,technician,married,secondary,no,371,no,no,cellular,124,2,0,0,unknown,no
51,technician,married,tertiary,no,200,no,no,cellular,91,9,0,0,unknown,no
33,management,married,secondary,no,200,yes,no,cellular,104,3,0,0,unknown,no
43,entrepreneur,married,secondary,no,200,yes,no,cellular,270,3,0,0,unknown,yes
46,blue-collar,married,primary,no,200,no,yes,cellular,90,1,0,0,unknown,no
32,management,married,tertiary,no,3107,yes,yes,cellular,310,1,0,0,unknown,no
39,blue-collar,married,secondary,no,1367,no,no,unknown,43,1,0,0,unknown,no
51,blue-collar,married,primary,no,200,no,no,telephone,126,4,0,0,unknown,no
43,blue-collar,married,primary,no,778,yes,yes,unknown,284,5,0,0,unknown,no
36,technician,married,tertiary,no,837,no,no,cellular,68,6,0,0,unknown,no
48,management,married,tertiary,no,363,no,no,cellular,67,1,0,0,unknown,no
26,admin.,single,secondary,no,236,yes,yes,cellular,8,2,0,0,unknown,no
39,admin.,single,unknown,no,200,yes,no,cellular,62,1,0,0,unknown,no
47,management,married,tertiary,no,200,no,yes,cellular,175,1,0,0,unknown,no
23,entrepreneur,single,primary,no,200,yes,no,unknown,30,2,0,0,unknown,yes
38,admin.,married,secondary,no,200,yes,yes,unknown,195,1,0,0,unknown,no
33,technician,married,secondary,no,575,no,yes,cellular,254,2,0,0,unknown,no
35,admin.,divorced,secondary,no,200,no,yes,cellular,199,1,0,0,unknown,no
52,services,married,secondary,no,431,no,no,cellular,73,17,0,0,unknown,no
25,technician,single,tertiary,no,777,yes,no,unknown,351,1,0,0,unknown,no
29,management,married,tertiary,no,200,yes,yes,unknown,229,4,0,0,unknown,yes
35,technician,single,tertiary,no,3552,no,no,cellular,267,1,0,0,unknown,no
49,services,married,secondary,no,200,no,no,unknown,234,2,0,0,unknown,no
41,admin.,divorced,secondary,no,3823,no,no,cellular,234,10,0,0,unknown,no
32,management,married,tertiary,no,200,no,no,cellular,94,4,0,0,unknown,no
29,admin.,single,secondary,no,1117,yes,no,unknown,77,2,0,0,unknown,no
28,blue-collar,married,secondary,no,1325,yes,no,cellular,242,1,0,0,unknown,no
59,retired,married,secondary,no,200,no,no,cellular,247,4,0,0,unknown,no
34,entrepreneur,married,tertiary,no,4343,no,no,unknown,85,4,0,0,unknown,no
55,management,divorced,tertiary,no,1598,no,no,cellular,242,4,0,0,unknown,no
42,technician,divorced,secondary,no,280,yes,no,unknown,258,1,0,0,unknown,no
34,admin.,married,secondary,no,1671,no,no,unknown,160,1,0,0,unknown,no
51,self-employed,married,tertiary,no,2007,no,no,unknown,291,1,0,0,unknown,no
58,blue-collar,married,primary,no,200,yes,no,cellular,5,25,0,0,unknown,no
44,technician,married,secondary,no,2776,yes,no,cellular,336,1,0,0,unknown,yes
34,management,married,tertiary,no,573,no,no,cellular,122,1,0,0,unknown,no
34,admin.,married,secondary,no,475,yes,no,unknown,194,1,0,0,unknown,no
42,blue-collar,divorced,secondary,no,200,yes,yes,unknown,141,1,0,0,unknown,no
46,management,single,tertiary,no,2154,yes,no,cellular,87,4,0,0,unknown,no
31,self-employed,single,tertiary,no,200,no,no,cellular,212,1,0,0,unknown,no
39,entrepreneur,married,tertiary,no,200,yes,no,cellular,193,2,0,0,unknown,no
34,management,single,tertiary,no,6766,no,no,cellular,210,5,0,0,unknown,no
47,technician,married,secondary,no,3973,no,no,cellular,2,2,0,0,unknown,no
42,services,divorced,secondary,no,372,yes,yes,unknown,121,2,0,0,unknown,no
48,blue-collar,single,secondary,no,552,no,yes,cellular,150,2,0,0,unknown,no
30,self-employed,single,tertiary,no,200,no,no,cellular,140,1,0,0,unknown,no
38,technician,married,secondary,no,7696,yes,no,cellular,21,2,0,0,unknown,no
24,services,married,secondary,no,4500,yes,no,cellular,3,2,0,0,unknown,yes
34,technician,married,secondary,no,200,yes,no,cellular,108,1,0,0,unknown,no
32,admin.,divorced,secondary,yes,200,yes,no,unknown,155,3,0,0,unknown,no
46,services,married,secondary,no,451,yes,yes,cellular,24,4,0,0,unknown,no
26,self-employed,married,tertiary,no,479,yes,no,cellular,133,3,0,0,unknown,no
42,blue-collar,married,secondary,no,200,yes,no,cellular,328,6,0,0,unknown,no
50,technician,married,secondary,no,1130,yes,no,cellular,119,2,0,0,unknown,no
41,blue-collar,married,primary,no,389,yes,no,unknown,87,6,0,0,unknown,no
32,services,married,secondary,no,401,yes,no,unknown,294,2,0,0,unknown,no
58,housemaid,single,tertiary,no,200,yes,yes,cellular,128,2,0,0,unknown,no
45,technician,married,secondary,no,200,yes,no,cellular,108,1,0,0,unknown,no
28,admin.,single,secondary,no,200,yes,yes,cellular,172,2,0,0,unknown,no
35,technician,married,secondary,no,200,yes,yes,unknown,208,5,0,0,unknown,no
39,services,married,secondary,no,1438,yes,no,unknown,212,2,0,0,unknown,no
50,management,married,tertiary,no,207,yes,no,cellular,99,1,0,0,unknown,no
45,blue-collar,married,primary,no,2433,no,no,cellular,133,2,0,0,unknown,no
30,housemaid,single,secondary,no,1924,no,no,cellular,170,1,0,0,unknown,no
48,unemployed,married,tertiary,no,471,yes,no,unknown,303,7,0,0,unknown,no
41,management,single,secondary,no,764,no,no,cellular,230,2,0,0,unknown,no
55,blue-collar,married,secondary,no,383,no,no,unknown,287,1,0,0,unknown,no
70,retired,married,primary,no,3782,no,no,cellular,253,1,0,0,unknown,no
41,management,married,tertiary,no,326,yes,no,cellular,58,1,0,0,unknown,yes
47,services,divorced,secondary,no,691,no,no,cellular,285,6,0,0,unknown,no
34,technician,single,secondary,no,200,no,no,cellular,163,2,0,0,unknown,no
33,management,single,tertiary,no,200,no,no,cellular,159,1,0,0,unknown,no
51,management,married,tertiary,no,200,no,no,cellular,212,2,0,0,unknown,no
45,management,married,tertiary,no,1929,yes,no,unknown,44,15,0,0,unknown,no
30,blue-collar,single,primary,no,200,no,no,unknown,11,1,0,0,unknown,no
33,management,single,secondary,no,424,yes,no,unknown,133,1,0,0,unknown,no
27,services,single,secondary,no,200,yes,no,unknown,23,7,0,0,unknown,no
59,retired,married,secondary,no,319,yes,no,unknown,143,3,0,0,unknown,no
47,technician,divorced,tertiary,no,1148,yes,yes,unknown,62,2,0,0,unknown,no
44,blue-collar,married,primary,no,200,yes,no,unknown,13,1,0,0,unknown,no
35,admin.,single,secondary,no,200,yes,no,cellular,343,1,0,0,unknown,yes
45,management,married,tertiary,no,206,yes,no,cellular,337,2,0,0,unknown,no
42,blue-collar,married,primary,no,704,yes,yes,telephone,88,10,0,0,unknown,no
34,technician,single,secondary,no,943,no,no,cellular,96,4,0,0,unknown,no
35,technician,married,secondary,no,327,yes,no,cellular,172,3,0,0,unknown,no
29,management,single,secondary,no,200,yes,no,unknown,5,3,0,0,unknown,no
58,retired,married,secondary,no,983,no,no,cellular,139,1,0,0,unknown,no
44,blue-collar,single,primary,no,787,yes,no,unknown,205,2,0,0,unknown,no
45,entrepreneur,married,tertiary,no,200,yes,no,cellular,100,3,0,0,unknown,no
43,blue-collar,married,secondary,no,3060,yes,no,unknown,253,2,0,0,unknown,no
44,services,married,secondary,no,5780,yes,no,cellular,160,2,0,0,unknown,no
30,technician,single,secondary,no,790,no,no,cellular,331,3,0,0,unknown,no
38,unemployed,married,tertiary,no,1449,no,no,unknown,170,6,0,0,unknown,no
50,technician,married,secondary,no,1412,no,no,cellular,131,3,0,0,unknown,no
21,student,single,secondary,no,681,no,no,unknown,6,1,0,0,unknown,no
38,entrepreneur,married,tertiary,no,228,yes,no,cellular,105,1,0,0,unknown,no
42,admin.,married,secondary,no,200,no,no,unknown,5,1,0,0,unknown,no
45,technician,single,tertiary,no,2087,no,no,cellular,29,14,0,0,unknown,no
34,services,married,secondary,no,200,no,yes,unknown,193,4,0,0,unknown,no
32,blue-collar,married,secondary,no,1905,yes,no,cellular,344,2,0,0,unknown,yes
35,technician,married,tertiary,no,200,no,no,cellular,358,2,0,0,unknown,no
39,entrepreneur,married,tertiary,no,2644,yes,no,unknown,253,1,0,0,unknown,no
36,self-employed,married,tertiary,no,16430,yes,no,unknown,197,3,0,0,unknown,no
35,technician,married,secondary,no,200,no,no,cellular,94,2,0,0,unknown,no
57,services,divorced,secondary,no,200,no,yes,cellular,80,2,0,0,unknown,no
43,admin.,married,unknown,no,3485,no,no,unknown,113,1,0,0,unknown,no
57,management,married,secondary,no,200,no,no,cellular,80,1,0,0,unknown,no
34,services,divorced,secondary,no,202,yes,no,unknown,318,1,0,0,unknown,no
47,management,divorced,tertiary,no,2515,no,no,unknown,40,3,0,0,unknown,no
36,management,divorced,tertiary,no,5195,yes,no,unknown,55,25,0,0,unknown,no
33,management,married,tertiary,no,2098,no,no,cellular,67,1,0,0,unknown,no
57,management,married,tertiary,no,320,no,no,cellular,76,2,0,0,unknown,no
57,management,married,tertiary,no,3431,yes,no,unknown,73,1,0,0,unknown,no
34,admin.,married,secondary,no,200,yes,no,unknown,89,2,0,0,unknown,no
51,housemaid,divorced,tertiary,no,370,yes,no,cellular,109,3,0,0,unknown,no
54,blue-collar,divorced,primary,no,200,no,no,cellular,98,1,0,0,unknown,no
52,self-employed,single,tertiary,no,1623,yes,no,unknown,21,17,0,0,unknown,no
43,entrepreneur,married,tertiary,no,13342,yes,no,cellular,100,1,0,0,unknown,no
58,retired,single,primary,no,6570,no,no,cellular,106,3,0,0,unknown,no
44,management,married,secondary,no,665,no,no,cellular,342,3,0,0,unknown,no
29,management,single,tertiary,no,200,no,no,unknown,16,25,0,0,unknown,no
27,services,single,secondary,no,200,yes,no,unknown,178,2,0,0,unknown,yes
35,blue-collar,married,primary,no,200,no,no,cellular,338,3,0,0,unknown,no
40,self-employed,married,secondary,no,200,no,no,cellular,197,5,0,0,unknown,no
34,blue-collar,married,secondary,no,200,yes,yes,unknown,226,2,0,0,unknown,no
32,services,married,secondary,no,200,yes,no,unknown,181,9,0,0,unknown,no
41,admin.,married,secondary,no,8238,yes,yes,unknown,124,4,0,0,unknown,no
25,blue-collar,single,secondary,no,913,yes,no,cellular,113,4,0,0,unknown,no
38,blue-collar,divorced,secondary,no,595,yes,no,cellular,245,3,0,0,unknown,no
26,technician,single,secondary,no,200,yes,no,cellular,188,2,0,0,unknown,no
37,technician,single,tertiary,no,1661,no,no,cellular,199,5,0,0,unknown,no
36,services,married,secondary,no,338,no,no,unknown,90,1,0,0,unknown,no
33,management,married,secondary,no,3132,yes,no,unknown,350,5,0,0,unknown,no
35,management,married,tertiary,no,2682,yes,no,cellular,156,1,0,0,unknown,no
24,services,married,tertiary,no,200,yes,no,unknown,299,1,0,0,unknown,no
29,unemployed,married,secondary,no,596,no,no,cellular,145,2,0,0,unknown,no
54,blue-collar,married,secondary,no,2059,yes,no,cellular,177,4,0,0,unknown,no
27,admin.,married,secondary,no,200,no,no,cellular,123,2,0,0,unknown,no
34,management,married,secondary,no,200,no,no,cellular,270,1,0,0,unknown,no
39,blue-collar,married,primary,no,385,yes,no,unknown,225,4,0,0,unknown,no
38,management,married,tertiary,no,223,no,no,cellular,63,1,0,0,unknown,no
37,management,married,tertiary,no,200,yes,no,unknown,247,13,0,0,unknown,no
36,entrepreneur,married,tertiary,no,1169,yes,no,unknown,168,2,0,0,unknown,no
35,management,single,tertiary,no,200,yes,no,unknown,106,12,0,0,unknown,no
30,management,single,tertiary,no,940,no,no,cellular,131,2,0,0,unknown,no
25,technician,single,secondary,no,200,yes,yes,unknown,89,1,0,0,unknown,no
34,technician,married,secondary,no,200,yes,no,cellular,116,4,0,0,unknown,no
52,unknown,married,unknown,no,1317,no,no,unknown,58,1,0,0,unknown,no
39,admin.,married,secondary,no,200,no,no,unknown,36,1,0,0,unknown,no
34,management,married,secondary,no,1007,yes,no,cellular,240,2,0,0,unknown,no
34,management,single,secondary,no,200,no,no,cellular,132,4,0,0,unknown,no
30,services,married,secondary,no,1286,yes,yes,cellular,179,1,0,0,unknown,no
33,services,married,secondary,no,804,yes,yes,unknown,266,1,0,0,unknown,no
30,student,single,secondary,no,200,no,no,cellular,78,2,0,0,unknown,no
51,blue-collar,married,primary,no,200,yes,no,cellular,324,1,0,0,unknown,no
48,blue-collar,married,primary,no,1678,no,no,cellular,263,2,0,0,unknown,no
37,services,divorced,secondary,no,532,yes,no,unknown,199,1,0,0,unknown,no
58,management,married,secondary,no,407,yes,no,cellular,145,2,0,0,unknown,no
56,management,divorced,tertiary,no,659,no,yes,cellular,56,1,0,0,unknown,no
34,blue-collar,married,secondary,no,393,yes,no,cellular,11,9,0,0,unknown,no
26,services,single,secondary,no,200,no,no,cellular,165,23,0,0,unknown,no
40,management,single,unknown,no,838,yes,no,unknown,254,3,0,0,unknown,no
35,services,married,secondary,no,200,yes,no,cellular,203,1,0,0,unknown,no
45,entrepreneur,married,secondary,no,200,yes,no,unknown,254,1,0,0,unknown,no
37,technician,single,secondary,no,242,yes,no,cellular,54,6,0,0,unknown,yes
35,management,divorced,tertiary,no,321,yes,no,unknown,189,1,0,0,unknown,no
28,blue-collar,married,secondary,no,200,yes,no,cellular,196,1,0,0,unknown,no
32,blue-collar,divorced,secondary,no,739,yes,no,unknown,171,1,0,0,unknown,no
26,unemployed,single,secondary,no,622,no,no,cellular,356,2,0,0,unknown,yes
35,services,married,secondary,no,200,yes,no,unknown,198,1,0,0,unknown,yes
35,technician,single,secondary,no,200,no,no,cellular,239,4,0,0,unknown,no
39,blue-collar,married,secondary,no,1439,yes,no,telephone,73,6,0,0,unknown,no
30,unemployed,married,secondary,no,1210,no,no,cellular,100,4,0,0,unknown,no
26,management,single,tertiary,no,200,no,yes,cellular,160,1,0,0,unknown,no
30,student,single,secondary,no,200,yes,no,cellular,296,1,0,0,unknown,no
32,management,married,tertiary,no,200,yes,no,cellular,166,1,0,0,unknown,no
47,services,married,secondary,no,3333,yes,yes,cellular,114,2,0,0,unknown,no
33,technician,married,tertiary,no,16992,yes,no,unknown,58,1,0,0,unknown,no
57,blue-collar,married,primary,no,200,yes,no,telephone,25,8,0,0,unknown,no
35,admin.,married,secondary,no,200,yes,no,cellular,121,2,0,0,unknown,no
53,technician,married,tertiary,no,6072,no,yes,unknown,226,4,0,0,unknown,no
24,retired,single,secondary,no,366,no,yes,unknown,234,2,0,0,unknown,no
54,management,divorced,tertiary,no,200,no,yes,cellular,88,1,0,0,unknown,no
31,management,married,tertiary,no,1343,yes,yes,unknown,85,1,0,0,unknown,no
41,entrepreneur,married,secondary,no,2105,yes,no,cellular,134,1,0,0,unknown,no
44,unknown,married,secondary,no,2319,no,no,cellular,251,3,0,0,unknown,no
35,services,single,secondary,no,200,yes,no,cellular,152,1,0,0,unknown,no
43,blue-collar,single,primary,no,200,yes,no,unknown,14,17,0,0,unknown,no
51,entrepreneur,married,secondary,yes,2082,no,yes,cellular,123,6,0,0,unknown,no
60,retired,married,secondary,no,200,no,no,cellular,156,2,0,0,unknown,no
43,self-employed,married,secondary,no,200,no,no,unknown,332,1,0,0,unknown,no
31,management,married,tertiary,no,1750,yes,no,telephone,90,3,0,0,unknown,no
56,management,married,primary,no,772,yes,no,telephone,291,1,0,0,unknown,no
42,technician,married,secondary,no,1048,yes,no,telephone,23,2,0,0,unknown,no
52,entrepreneur,married,primary,no,592,no,no,cellular,122,2,0,0,unknown,no
36,services,married,secondary,no,3064,yes,no,telephone,48,4,0,0,unknown,no
40,services,married,primary,no,200,no,no,unknown,70,3,0,0,unknown,no
46,blue-collar,married,secondary,no,200,yes,no,cellular,264,2,0,0,unknown,no
32,admin.,single,secondary,no,1649,no,no,cellular,204,2,0,0,unknown,no
31,housemaid,single,tertiary,no,287,yes,no,cellular,182,1,0,0,unknown,no
41,technician,divorced,secondary,no,200,yes,no,cellular,21,2,0,0,unknown,no
58,housemaid,married,primary,no,419,no,yes,unknown,295,3,0,0,unknown,no
36,services,married,secondary,no,257,yes,no,cellular,86,2,0,0,unknown,no
52,technician,married,secondary,no,200,no,no,cellular,16,20,0,0,unknown,no
42,management,married,tertiary,no,251,no,no,cellular,48,2,0,0,unknown,no
